index,source,timestamp,values
39810,heart_rate,2017-07-04 14:05:14.082,"['73.0', '1']"
39811,heart_rate,2017-07-04 14:05:14.086,"['72.0', '1']"
39812,heart_rate,2017-07-04 14:05:14.090,"['71.0', '1']"
39813,heart_rate,2017-07-04 14:05:14.092,"['70.0', '1']"
39814,heart_rate,2017-07-04 14:05:14.095,"['66.0', '1']"
39815,heart_rate,2017-07-04 14:05:14.097,"['64.0', '1']"
39816,heart_rate,2017-07-04 14:05:14.100,"['61.0', '1']"
39817,heart_rate,2017-07-04 14:05:14.103,"['71.0', '1']"
39818,heart_rate,2017-07-04 14:05:14.105,"['62.0', '1']"
39819,heart_rate,2017-07-04 14:05:14.109,"['68.0', '1']"
39820,heart_rate,2017-07-04 14:05:14.113,"['69.0', '1']"
39821,heart_rate,2017-07-04 14:05:14.115,"['63.0', '1']"
39822,heart_rate,2017-07-04 14:05:14.118,"['61.0', '1']"
39823,heart_rate,2017-07-04 14:05:14.122,"['65.0', '1']"
39824,heart_rate,2017-07-04 14:05:14.125,"['55.0', '1']"
39825,heart_rate,2017-07-04 14:05:14.130,"['52.0', '1']"
39826,heart_rate,2017-07-04 14:05:14.134,"['62.0', '1']"
39827,heart_rate,2017-07-04 14:05:14.136,"['70.0', '1']"
39828,heart_rate,2017-07-04 14:05:14.141,"['67.0', '1']"
39829,heart_rate,2017-07-04 14:05:14.143,"['66.0', '1']"
39830,heart_rate,2017-07-04 14:05:14.146,"['67.0', '1']"
39831,heart_rate,2017-07-04 14:05:14.150,"['69.0', '1']"
39832,heart_rate,2017-07-04 14:05:14.152,"['63.0', '1']"
39833,heart_rate,2017-07-04 14:05:14.154,"['66.0', '1']"
39834,heart_rate,2017-07-04 14:05:14.156,"['65.0', '1']"
39835,heart_rate,2017-07-04 14:05:14.179,"['64.0', '1']"
39836,heart_rate,2017-07-04 14:05:14.340,"['61.0', '1']"
39837,heart_rate,2017-07-04 14:05:14.415,"['60.0', '1']"
39838,heart_rate,2017-07-04 14:05:14.512,"['59.0', '1']"
39839,heart_rate,2017-07-04 14:05:14.515,"['59.0', '0']"
39840,heart_rate,2017-07-04 14:05:14.518,"['61.0', '1']"
39841,heart_rate,2017-07-04 14:05:14.622,"['58.0', '1']"
39842,heart_rate,2017-07-04 14:05:14.625,"['57.0', '1']"
39843,heart_rate,2017-07-04 14:05:14.627,"['56.0', '1']"
39844,heart_rate,2017-07-04 14:05:14.628,"['54.0', '1']"
39845,heart_rate,2017-07-04 14:05:14.630,"['55.0', '1']"
39847,heart_rate,2017-07-04 14:05:14.670,"['56.0', '1']"
39848,heart_rate,2017-07-04 14:05:14.672,"['66.0', '1']"
39849,heart_rate,2017-07-04 14:05:14.674,"['71.0', '1']"
39850,heart_rate,2017-07-04 14:05:14.677,"['73.0', '1']"
39851,heart_rate,2017-07-04 14:05:14.679,"['74.0', '1']"
39852,heart_rate,2017-07-04 14:05:14.681,"['75.0', '1']"
39853,heart_rate,2017-07-04 14:05:14.684,"['73.0', '1']"
39854,heart_rate,2017-07-04 14:05:14.686,"['71.0', '1']"
39855,heart_rate,2017-07-04 14:05:14.688,"['70.0', '1']"
39856,heart_rate,2017-07-04 14:05:14.689,"['61.0', '1']"
39857,heart_rate,2017-07-04 14:05:14.691,"['71.0', '1']"
39858,heart_rate,2017-07-04 14:05:14.692,"['81.0', '3']"
39859,heart_rate,2017-07-04 14:05:14.695,"['86.0', '3']"
39860,heart_rate,2017-07-04 14:05:14.696,"['85.0', '3']"
39861,heart_rate,2017-07-04 14:05:14.698,"['84.0', '3']"
39862,heart_rate,2017-07-04 14:05:14.700,"['85.0', '3']"
39863,heart_rate,2017-07-04 14:05:14.701,"['84.0', '3']"
39864,heart_rate,2017-07-04 14:05:14.703,"['85.0', '3']"
39865,heart_rate,2017-07-04 14:05:14.705,"['84.0', '3']"
39866,heart_rate,2017-07-04 14:05:14.706,"['83.0', '3']"
39867,heart_rate,2017-07-04 14:05:14.709,"['84.0', '3']"
39868,heart_rate,2017-07-04 14:05:14.710,"['83.0', '3']"
39869,heart_rate,2017-07-04 14:05:14.712,"['84.0', '3']"
39870,heart_rate,2017-07-04 14:05:14.714,"['83.0', '3']"
39871,heart_rate,2017-07-04 14:05:14.716,"['84.0', '3']"
39872,heart_rate,2017-07-04 14:05:14.718,"['84.0', '2']"
39873,heart_rate,2017-07-04 14:05:14.720,"['84.0', '1']"
39874,heart_rate,2017-07-04 14:05:14.728,"['82.0', '1']"
39875,heart_rate,2017-07-04 14:05:14.737,"['83.0', '1']"
39878,heart_rate,2017-07-04 14:05:14.771,"['84.0', '1']"
39879,heart_rate,2017-07-04 14:05:14.776,"['85.0', '1']"
39880,heart_rate,2017-07-04 14:05:14.785,"['84.0', '1']"
39881,heart_rate,2017-07-04 14:05:14.805,"['84.0', '2']"
39882,heart_rate,2017-07-04 14:05:14.808,"['83.0', '2']"
39883,heart_rate,2017-07-04 14:05:14.811,"['81.0', '3']"
39884,heart_rate,2017-07-04 14:05:14.843,"['80.0', '3']"
39885,heart_rate,2017-07-04 14:05:14.891,"['79.0', '3']"
39886,heart_rate,2017-07-04 14:05:14.893,"['80.0', '3']"
39887,heart_rate,2017-07-04 14:05:14.895,"['83.0', '3']"
39888,heart_rate,2017-07-04 14:05:14.896,"['84.0', '3']"
39889,heart_rate,2017-07-04 14:05:14.898,"['85.0', '3']"
39890,heart_rate,2017-07-04 14:05:14.900,"['86.0', '3']"
39891,heart_rate,2017-07-04 14:05:14.901,"['85.0', '3']"
39892,heart_rate,2017-07-04 14:05:14.903,"['84.0', '3']"
39893,heart_rate,2017-07-04 14:05:14.904,"['83.0', '3']"
39894,heart_rate,2017-07-04 14:05:14.906,"['83.0', '2']"
39895,heart_rate,2017-07-04 14:05:14.913,"['83.0', '1']"
39896,heart_rate,2017-07-04 14:05:14.948,"['82.0', '1']"
39897,heart_rate,2017-07-04 14:05:14.968,"['81.0', '1']"
39898,heart_rate,2017-07-04 14:05:27.512,"['89.0', '1']"
39899,heart_rate,2017-07-04 14:05:28.683,"['93.0', '1']"
39900,heart_rate,2017-07-04 14:05:29.490,"['94.0', '1']"
39901,heart_rate,2017-07-04 14:05:30.480,"['93.0', '1']"
39902,heart_rate,2017-07-04 14:05:33.595,"['92.0', '1']"
39903,heart_rate,2017-07-04 14:05:43.780,"['91.0', '1']"
39904,heart_rate,2017-07-04 14:05:48.728,"['92.0', '1']"
39905,heart_rate,2017-07-04 14:05:53.877,"['91.0', '1']"
39906,heart_rate,2017-07-04 14:05:54.667,"['90.0', '1']"
39913,heart_rate,2017-07-04 14:06:03.777,"['87.0', '1']"
39914,heart_rate,2017-07-04 14:06:04.743,"['82.0', '1']"
39921,heart_rate,2017-07-04 14:06:05.913,"['80.0', '1']"
39922,heart_rate,2017-07-04 14:06:07.894,"['78.0', '1']"
39923,heart_rate,2017-07-04 14:06:08.899,"['78.0', '2']"
39924,heart_rate,2017-07-04 14:06:10.083,"['78.0', '1']"
39931,heart_rate,2017-07-04 14:06:31.065,"['77.0', '1']"
39932,heart_rate,2017-07-04 14:06:44.126,"['76.0', '1']"
39942,heart_rate,2017-07-04 14:08:50.851,"['75.0', '1']"
39943,heart_rate,2017-07-04 14:08:51.033,"['74.0', '1']"
39944,heart_rate,2017-07-04 14:08:51.046,"['76.0', '1']"
39945,heart_rate,2017-07-04 14:08:51.274,"['77.0', '1']"
39946,heart_rate,2017-07-04 14:08:51.425,"['77.0', '0']"
39947,heart_rate,2017-07-04 14:08:51.454,"['69.0', '1']"
39948,heart_rate,2017-07-04 14:08:51.463,"['79.0', '1']"
39949,heart_rate,2017-07-04 14:08:51.490,"['82.0', '1']"
39950,heart_rate,2017-07-04 14:08:51.496,"['84.0', '1']"
39951,heart_rate,2017-07-04 14:08:51.498,"['74.0', '1']"
39952,heart_rate,2017-07-04 14:08:51.500,"['78.0', '1']"
39953,heart_rate,2017-07-04 14:08:52.047,"['76.0', '1']"
39954,heart_rate,2017-07-04 14:08:52.051,"['68.0', '1']"
39955,heart_rate,2017-07-04 14:08:52.053,"['65.0', '1']"
39956,heart_rate,2017-07-04 14:08:52.055,"['62.0', '2']"
39957,heart_rate,2017-07-04 14:08:52.056,"['60.0', '2']"
39958,heart_rate,2017-07-04 14:08:52.058,"['58.0', '2']"
39959,heart_rate,2017-07-04 14:08:52.060,"['57.0', '3']"
39960,heart_rate,2017-07-04 14:08:52.216,"['57.0', '2']"
39961,heart_rate,2017-07-04 14:08:52.230,"['59.0', '2']"
39962,heart_rate,2017-07-04 14:08:52.240,"['58.0', '3']"
39963,heart_rate,2017-07-04 14:08:52.430,"['58.0', '1']"
39964,heart_rate,2017-07-04 14:08:52.434,"['59.0', '1']"
39965,heart_rate,2017-07-04 14:08:52.435,"['60.0', '1']"
39966,heart_rate,2017-07-04 14:08:52.438,"['59.0', '1']"
39967,heart_rate,2017-07-04 14:08:52.440,"['60.0', '1']"
39968,heart_rate,2017-07-04 14:08:52.442,"['59.0', '1']"
39969,heart_rate,2017-07-04 14:08:52.617,"['57.0', '3']"
39970,heart_rate,2017-07-04 14:08:52.622,"['57.0', '2']"
39971,heart_rate,2017-07-04 14:08:52.625,"['58.0', '3']"
39972,heart_rate,2017-07-04 14:08:52.627,"['59.0', '3']"
39973,heart_rate,2017-07-04 14:08:52.631,"['60.0', '3']"
39974,heart_rate,2017-07-04 14:08:52.637,"['61.0', '3']"
39976,heart_rate,2017-07-04 14:08:52.832,"['59.0', '3']"
39977,heart_rate,2017-07-04 14:08:52.834,"['61.0', '3']"
39978,heart_rate,2017-07-04 14:08:52.837,"['59.0', '3']"
39979,heart_rate,2017-07-04 14:08:52.840,"['60.0', '3']"
39980,heart_rate,2017-07-04 14:08:52.843,"['61.0', '3']"
39981,heart_rate,2017-07-04 14:08:52.845,"['60.0', '3']"
39982,heart_rate,2017-07-04 14:08:52.848,"['61.0', '3']"
39983,heart_rate,2017-07-04 14:08:52.850,"['60.0', '3']"
39984,heart_rate,2017-07-04 14:08:52.852,"['61.0', '3']"
39985,heart_rate,2017-07-04 14:08:52.855,"['60.0', '3']"
39986,heart_rate,2017-07-04 14:08:52.856,"['61.0', '3']"
39987,heart_rate,2017-07-04 14:08:52.888,"['60.0', '3']"
39988,heart_rate,2017-07-04 14:08:52.890,"['61.0', '3']"
39989,heart_rate,2017-07-04 14:08:52.892,"['61.0', '1']"
39990,heart_rate,2017-07-04 14:08:57.072,"['62.0', '1']"
40001,heart_rate,2017-07-04 14:09:01.231,"['72.0', '1']"
40002,heart_rate,2017-07-04 14:09:02.069,"['77.0', '1']"
40003,heart_rate,2017-07-04 14:09:03.213,"['78.0', '1']"
40004,heart_rate,2017-07-04 14:09:05.391,"['79.0', '1']"
40005,heart_rate,2017-07-04 14:09:08.354,"['83.0', '1']"
40006,heart_rate,2017-07-04 14:09:12.125,"['84.0', '1']"
40007,heart_rate,2017-07-04 14:09:18.449,"['85.0', '1']"
40008,heart_rate,2017-07-04 14:09:26.367,"['86.0', '1']"
40009,heart_rate,2017-07-04 14:09:27.346,"['87.0', '1']"
40010,heart_rate,2017-07-04 14:09:36.320,"['88.0', '1']"
40011,heart_rate,2017-07-04 14:09:56.451,"['89.0', '1']"
40012,heart_rate,2017-07-04 14:09:57.637,"['88.0', '1']"
40013,heart_rate,2017-07-04 14:09:58.437,"['89.0', '1']"
40026,heart_rate,2017-07-04 14:10:01.796,"['89.0', '0']"
40027,heart_rate,2017-07-04 14:10:02.588,"['88.0', '0']"
40028,heart_rate,2017-07-04 14:10:04.763,"['88.0', '1']"
40030,heart_rate,2017-07-04 14:10:06.549,"['89.0', '1']"
40031,heart_rate,2017-07-04 14:10:07.733,"['89.0', '0']"
40032,heart_rate,2017-07-04 14:10:15.647,"['90.0', '0']"
40033,heart_rate,2017-07-04 14:10:16.638,"['89.0', '0']"
40034,heart_rate,2017-07-04 14:10:22.775,"['90.0', '0']"
40035,heart_rate,2017-07-04 14:10:35.045,"['89.0', '0']"
40036,heart_rate,2017-07-04 14:10:38.805,"['90.0', '0']"
40037,heart_rate,2017-07-04 14:10:48.898,"['89.0', '0']"
40050,heart_rate,2017-07-04 14:11:01.155,"['88.0', '0']"
40077,heart_rate,2017-07-04 14:11:23.139,"['89.0', '0']"
40078,heart_rate,2017-07-04 14:11:32.245,"['88.0', '0']"
40079,heart_rate,2017-07-04 14:11:39.186,"['80.0', '1']"
40080,heart_rate,2017-07-04 14:11:40.358,"['79.0', '1']"
40081,heart_rate,2017-07-04 14:11:41.200,"['75.0', '1']"
40082,heart_rate,2017-07-04 14:11:42.338,"['80.0', '1']"
40083,heart_rate,2017-07-04 14:11:45.308,"['81.0', '1']"
40104,heart_rate,2017-07-04 14:12:14.501,"['82.0', '1']"
40119,heart_rate,2017-07-04 14:12:19.536,"['83.0', '1']"
40128,heart_rate,2017-07-04 14:12:22.504,"['87.0', '1']"
40131,heart_rate,2017-07-04 14:12:23.688,"['88.0', '1']"
40163,heart_rate,2017-07-04 14:12:33.782,"['87.0', '1']"
40170,heart_rate,2017-07-04 14:12:34.577,"['86.0', '1']"
40191,heart_rate,2017-07-04 14:12:40.907,"['85.0', '1']"
40210,heart_rate,2017-07-04 14:12:46.849,"['83.0', '1']"
40254,heart_rate,2017-07-04 14:13:04.080,"['82.0', '1']"
40267,heart_rate,2017-07-04 14:13:07.036,"['81.0', '1']"
40271,heart_rate,2017-07-04 14:13:07.837,"['78.0', '1']"
40282,heart_rate,2017-07-04 14:13:10.795,"['79.0', '1']"
40291,heart_rate,2017-07-04 14:13:14.157,"['80.0', '1']"
40301,heart_rate,2017-07-04 14:13:15.939,"['81.0', '1']"
40303,heart_rate,2017-07-04 14:13:17.140,"['85.0', '1']"
40356,heart_rate,2017-07-04 14:13:40.297,"['84.0', '1']"
40362,heart_rate,2017-07-04 14:13:42.064,"['85.0', '1']"
40384,heart_rate,2017-07-04 14:13:51.183,"['86.0', '1']"
40388,heart_rate,2017-07-04 14:13:54.151,"['85.0', '1']"
40414,heart_rate,2017-07-04 14:14:02.255,"['85.0', '0']"
40422,heart_rate,2017-07-04 14:14:08.211,"['90.0', '1']"
40423,heart_rate,2017-07-04 14:14:09.391,"['92.0', '1']"
40427,heart_rate,2017-07-04 14:14:10.564,"['93.0', '1']"
40435,heart_rate,2017-07-04 14:14:13.536,"['92.0', '1']"
40436,heart_rate,2017-07-04 14:14:14.342,"['93.0', '1']"
40437,heart_rate,2017-07-04 14:14:15.329,"['92.0', '1']"
40452,heart_rate,2017-07-04 14:14:18.284,"['96.0', '1']"
40460,heart_rate,2017-07-04 14:14:21.309,"['95.0', '1']"
40462,heart_rate,2017-07-04 14:14:26.609,"['94.0', '1']"
40468,heart_rate,2017-07-04 14:14:27.387,"['95.0', '1']"
40472,heart_rate,2017-07-04 14:14:33.725,"['94.0', '1']"
40476,heart_rate,2017-07-04 14:14:34.514,"['92.0', '1']"
40477,heart_rate,2017-07-04 14:14:35.502,"['91.0', '1']"
40484,heart_rate,2017-07-04 14:14:42.628,"['90.0', '1']"
40490,heart_rate,2017-07-04 14:14:47.591,"['89.0', '1']"
40492,heart_rate,2017-07-04 14:14:50.543,"['88.0', '1']"
40498,heart_rate,2017-07-04 14:14:52.736,"['87.0', '1']"
40500,heart_rate,2017-07-04 14:14:55.689,"['86.0', '1']"
40506,heart_rate,2017-07-04 14:14:57.674,"['85.0', '1']"
40507,heart_rate,2017-07-04 14:15:00.648,"['83.0', '1']"
40514,heart_rate,2017-07-04 14:15:05.798,"['82.0', '1']"
40515,heart_rate,2017-07-04 14:15:06.645,"['83.0', '1']"
40518,heart_rate,2017-07-04 14:15:07.768,"['82.0', '1']"
40521,heart_rate,2017-07-04 14:15:08.752,"['80.0', '1']"
40522,heart_rate,2017-07-04 14:15:09.955,"['78.0', '1']"
40526,heart_rate,2017-07-04 14:15:12.908,"['77.0', '1']"
40532,heart_rate,2017-07-04 14:15:17.681,"['73.0', '1']"
40540,heart_rate,2017-07-04 14:15:23.793,"['72.0', '1']"
40544,heart_rate,2017-07-04 14:15:25.975,"['71.0', '1']"
40545,heart_rate,2017-07-04 14:15:27.792,"['70.0', '1']"
40556,heart_rate,2017-07-04 14:15:36.856,"['72.0', '1']"
40557,heart_rate,2017-07-04 14:15:37.852,"['71.0', '1']"
40560,heart_rate,2017-07-04 14:15:39.863,"['70.0', '1']"
40562,heart_rate,2017-07-04 14:15:40.843,"['68.0', '1']"
40585,heart_rate,2017-07-04 14:16:03.026,"['67.0', '1']"
40589,heart_rate,2017-07-04 14:16:06.345,"['68.0', '1']"
40592,heart_rate,2017-07-04 14:16:08.129,"['67.0', '1']"
40689,heart_rate,2017-07-04 14:21:20.332,"['73.0', '1']"
40690,heart_rate,2017-07-04 14:21:20.342,"['72.0', '1']"
40691,heart_rate,2017-07-04 14:21:20.399,"['73.0', '1']"
40692,heart_rate,2017-07-04 14:21:20.406,"['72.0', '1']"
40693,heart_rate,2017-07-04 14:21:20.411,"['73.0', '1']"
40694,heart_rate,2017-07-04 14:21:20.495,"['72.0', '1']"
40695,heart_rate,2017-07-04 14:21:20.523,"['70.0', '1']"
40696,heart_rate,2017-07-04 14:21:20.528,"['69.0', '1']"
40697,heart_rate,2017-07-04 14:21:20.531,"['70.0', '1']"
40698,heart_rate,2017-07-04 14:21:20.547,"['69.0', '1']"
40699,heart_rate,2017-07-04 14:21:20.953,"['68.0', '1']"
40700,heart_rate,2017-07-04 14:21:20.975,"['64.0', '1']"
40701,heart_rate,2017-07-04 14:21:20.998,"['63.0', '1']"
40702,heart_rate,2017-07-04 14:21:21.007,"['62.0', '1']"
40703,heart_rate,2017-07-04 14:21:21.015,"['62.0', '2']"
40704,heart_rate,2017-07-04 14:21:21.080,"['62.0', '1']"
40705,heart_rate,2017-07-04 14:21:21.109,"['61.0', '1']"
40706,heart_rate,2017-07-04 14:21:21.285,"['60.0', '1']"
40707,heart_rate,2017-07-04 14:21:21.294,"['59.0', '1']"
40708,heart_rate,2017-07-04 14:21:21.307,"['58.0', '1']"
40709,heart_rate,2017-07-04 14:21:21.312,"['57.0', '1']"
40710,heart_rate,2017-07-04 14:21:21.318,"['54.0', '1']"
40711,heart_rate,2017-07-04 14:21:21.334,"['55.0', '1']"
40712,heart_rate,2017-07-04 14:21:21.346,"['56.0', '1']"
40713,heart_rate,2017-07-04 14:21:21.354,"['56.0', '0']"
40714,heart_rate,2017-07-04 14:21:21.361,"['57.0', '0']"
40715,heart_rate,2017-07-04 14:21:21.366,"['58.0', '0']"
40716,heart_rate,2017-07-04 14:21:21.371,"['59.0', '0']"
40717,heart_rate,2017-07-04 14:21:21.718,"['60.0', '0']"
40718,heart_rate,2017-07-04 14:21:21.725,"['59.0', '0']"
40719,heart_rate,2017-07-04 14:21:21.727,"['60.0', '1']"
40720,heart_rate,2017-07-04 14:21:21.731,"['58.0', '1']"
40721,heart_rate,2017-07-04 14:21:21.734,"['57.0', '1']"
40722,heart_rate,2017-07-04 14:21:21.736,"['56.0', '1']"
40723,heart_rate,2017-07-04 14:21:21.739,"['57.0', '1']"
40724,heart_rate,2017-07-04 14:21:21.742,"['56.0', '1']"
40725,heart_rate,2017-07-04 14:21:21.745,"['55.0', '1']"
40726,heart_rate,2017-07-04 14:21:21.748,"['54.0', '1']"
40727,heart_rate,2017-07-04 14:21:21.750,"['53.0', '1']"
40728,heart_rate,2017-07-04 14:21:21.753,"['54.0', '1']"
40729,heart_rate,2017-07-04 14:21:21.756,"['53.0', '1']"
40730,heart_rate,2017-07-04 14:21:21.758,"['52.0', '1']"
40731,heart_rate,2017-07-04 14:21:21.760,"['52.0', '2']"
40732,heart_rate,2017-07-04 14:21:21.763,"['52.0', '1']"
40733,heart_rate,2017-07-04 14:21:21.766,"['54.0', '1']"
40734,heart_rate,2017-07-04 14:21:21.768,"['56.0', '1']"
40735,heart_rate,2017-07-04 14:21:21.797,"['57.0', '1']"
40736,heart_rate,2017-07-04 14:21:21.800,"['59.0', '1']"
40737,heart_rate,2017-07-04 14:21:21.913,"['60.0', '1']"
40738,heart_rate,2017-07-04 14:21:21.951,"['61.0', '1']"
40739,heart_rate,2017-07-04 14:21:22.045,"['62.0', '1']"
40740,heart_rate,2017-07-04 14:21:22.048,"['63.0', '1']"
40741,heart_rate,2017-07-04 14:21:22.055,"['69.0', '1']"
40742,heart_rate,2017-07-04 14:21:22.057,"['70.0', '1']"
40751,heart_rate,2017-07-04 14:21:28.551,"['71.0', '1']"
40763,heart_rate,2017-07-04 14:21:38.646,"['72.0', '1']"
40765,heart_rate,2017-07-04 14:21:40.824,"['74.0', '1']"
40773,heart_rate,2017-07-04 14:21:55.674,"['75.0', '1']"
40785,heart_rate,2017-07-04 14:22:02.804,"['76.0', '1']"
40802,heart_rate,2017-07-04 14:22:20.008,"['76.0', '0']"
40808,heart_rate,2017-07-04 14:22:25.945,"['76.0', '1']"
40809,heart_rate,2017-07-04 14:22:27.924,"['75.0', '1']"
40815,heart_rate,2017-07-04 14:22:33.071,"['76.0', '1']"
40831,heart_rate,2017-07-04 14:22:44.989,"['77.0', '1']"
40832,heart_rate,2017-07-04 14:22:46.133,"['75.0', '1']"
40880,heart_rate,2017-07-04 14:23:19.395,"['75.0', '0']"
40892,heart_rate,2017-07-04 14:23:28.289,"['79.0', '1']"
40893,heart_rate,2017-07-04 14:23:30.295,"['78.0', '1']"
40896,heart_rate,2017-07-04 14:23:31.452,"['77.0', '1']"
40934,heart_rate,2017-07-04 14:23:47.484,"['78.0', '1']"
40942,heart_rate,2017-07-04 14:23:55.603,"['79.0', '1']"
40972,heart_rate,2017-07-04 14:24:06.880,"['82.0', '1']"
40984,heart_rate,2017-07-04 14:24:09.849,"['83.0', '1']"
40986,heart_rate,2017-07-04 14:24:10.640,"['86.0', '1']"
41003,heart_rate,2017-07-04 14:24:18.811,"['86.0', '2']"
41004,heart_rate,2017-07-04 14:24:20.732,"['86.0', '1']"
41025,heart_rate,2017-07-04 14:24:42.006,"['85.0', '1']"
41031,heart_rate,2017-07-04 14:24:44.976,"['80.0', '1']"
41032,heart_rate,2017-07-04 14:24:46.162,"['77.0', '1']"
41033,heart_rate,2017-07-04 14:24:46.954,"['75.0', '1']"
41035,heart_rate,2017-07-04 14:24:47.976,"['72.0', '1']"
41040,heart_rate,2017-07-04 14:24:49.132,"['69.0', '1']"
41046,heart_rate,2017-07-04 14:24:56.138,"['68.0', '1']"
41054,heart_rate,2017-07-04 14:25:14.560,"['67.0', '1']"
41055,heart_rate,2017-07-04 14:25:16.341,"['66.0', '1']"
41062,heart_rate,2017-07-04 14:25:24.476,"['67.0', '1']"
41074,heart_rate,2017-07-04 14:25:40.532,"['66.0', '1']"
41081,heart_rate,2017-07-04 14:25:44.880,"['65.0', '1']"
41087,heart_rate,2017-07-04 14:25:49.788,"['66.0', '1']"
41088,heart_rate,2017-07-04 14:25:57.702,"['65.0', '1']"
41095,heart_rate,2017-07-04 14:26:02.872,"['65.0', '0']"
41103,heart_rate,2017-07-04 14:26:33.090,"['64.0', '0']"
41104,heart_rate,2017-07-04 14:26:36.059,"['63.0', '1']"
41105,heart_rate,2017-07-04 14:26:37.049,"['62.0', '1']"
41117,heart_rate,2017-07-04 14:26:49.193,"['63.0', '0']"
41118,heart_rate,2017-07-04 14:26:50.226,"['62.0', '1']"
41119,heart_rate,2017-07-04 14:26:52.404,"['64.0', '1']"
41120,heart_rate,2017-07-04 14:26:56.251,"['61.0', '1']"
41127,heart_rate,2017-07-04 14:27:03.332,"['60.0', '1']"
41139,heart_rate,2017-07-04 14:27:16.454,"['61.0', '1']"
41140,heart_rate,2017-07-04 14:27:28.661,"['62.0', '1']"
41147,heart_rate,2017-07-04 14:27:29.640,"['60.0', '1']"
41190,heart_rate,2017-07-04 14:30:26.589,"['61.0', '1']"
41191,heart_rate,2017-07-04 14:30:26.754,"['62.0', '1']"
41192,heart_rate,2017-07-04 14:30:26.963,"['61.0', '2']"
41193,heart_rate,2017-07-04 14:30:26.966,"['61.0', '1']"
41194,heart_rate,2017-07-04 14:30:27.595,"['62.0', '1']"
41195,heart_rate,2017-07-04 14:30:27.725,"['61.0', '1']"
41196,heart_rate,2017-07-04 14:30:28.141,"['61.0', '0']"
41197,heart_rate,2017-07-04 14:30:28.147,"['62.0', '0']"
41198,heart_rate,2017-07-04 14:30:28.314,"['61.0', '1']"
41199,heart_rate,2017-07-04 14:30:28.332,"['60.0', '1']"
41200,heart_rate,2017-07-04 14:30:28.335,"['59.0', '1']"
41201,heart_rate,2017-07-04 14:30:28.540,"['58.0', '1']"
41202,heart_rate,2017-07-04 14:30:28.543,"['57.0', '1']"
41203,heart_rate,2017-07-04 14:30:28.547,"['59.0', '1']"
41204,heart_rate,2017-07-04 14:30:28.549,"['60.0', '1']"
41205,heart_rate,2017-07-04 14:30:28.550,"['53.0', '1']"
41206,heart_rate,2017-07-04 14:30:28.706,"['50.0', '1']"
41207,heart_rate,2017-07-04 14:30:28.717,"['60.0', '1']"
41208,heart_rate,2017-07-04 14:30:28.727,"['70.0', '1']"
41209,heart_rate,2017-07-04 14:30:28.730,"['79.0', '3']"
41210,heart_rate,2017-07-04 14:30:28.733,"['80.0', '3']"
41211,heart_rate,2017-07-04 14:30:28.735,"['81.0', '3']"
41212,heart_rate,2017-07-04 14:30:28.928,"['80.0', '3']"
41213,heart_rate,2017-07-04 14:30:28.933,"['82.0', '3']"
41214,heart_rate,2017-07-04 14:30:28.935,"['82.0', '2']"
41215,heart_rate,2017-07-04 14:30:28.937,"['81.0', '2']"
41216,heart_rate,2017-07-04 14:30:29.119,"['80.0', '2']"
41217,heart_rate,2017-07-04 14:30:29.122,"['79.0', '2']"
41224,heart_rate,2017-07-04 14:30:29.304,"['79.0', '1']"
41225,heart_rate,2017-07-04 14:30:29.315,"['78.0', '1']"
41226,heart_rate,2017-07-04 14:30:29.318,"['77.0', '1']"
41227,heart_rate,2017-07-04 14:30:29.321,"['76.0', '1']"
41228,heart_rate,2017-07-04 14:30:29.326,"['75.0', '1']"
41229,heart_rate,2017-07-04 14:30:29.507,"['74.0', '1']"
41230,heart_rate,2017-07-04 14:30:29.528,"['75.0', '1']"
41231,heart_rate,2017-07-04 14:30:29.695,"['77.0', '1']"
41232,heart_rate,2017-07-04 14:30:29.710,"['78.0', '1']"
41233,heart_rate,2017-07-04 14:30:29.713,"['79.0', '1']"
41234,heart_rate,2017-07-04 14:30:29.716,"['80.0', '1']"
41235,heart_rate,2017-07-04 14:30:29.720,"['79.0', '1']"
41236,heart_rate,2017-07-04 14:30:29.724,"['80.0', '1']"
41237,heart_rate,2017-07-04 14:30:29.728,"['79.0', '1']"
41238,heart_rate,2017-07-04 14:30:29.732,"['78.0', '1']"
41239,heart_rate,2017-07-04 14:30:29.967,"['79.0', '1']"
41240,heart_rate,2017-07-04 14:30:30.977,"['77.0', '3']"
41241,heart_rate,2017-07-04 14:30:33.216,"['77.0', '2']"
41247,heart_rate,2017-07-04 14:30:36.068,"['77.0', '1']"
41248,heart_rate,2017-07-04 14:30:39.923,"['76.0', '1']"
41255,heart_rate,2017-07-04 14:30:51.043,"['75.0', '1']"
41257,heart_rate,2017-07-04 14:30:54.212,"['76.0', '1']"
41269,heart_rate,2017-07-04 14:31:02.108,"['77.0', '1']"
41270,heart_rate,2017-07-04 14:31:03.117,"['78.0', '1']"
41271,heart_rate,2017-07-04 14:31:04.132,"['79.0', '1']"
41272,heart_rate,2017-07-04 14:31:05.294,"['80.0', '1']"
41273,heart_rate,2017-07-04 14:31:14.198,"['78.0', '1']"
41274,heart_rate,2017-07-04 14:31:15.190,"['77.0', '1']"
41275,heart_rate,2017-07-04 14:31:16.377,"['76.0', '1']"
41276,heart_rate,2017-07-04 14:31:17.366,"['78.0', '1']"
