,index,source,timestamp,values,activity
0,14889,heart_rate,49:01.9,"['65.0', '1']",Video games
1,14890,heart_rate,49:01.9,"['64.0', '1']",Video games
2,14891,heart_rate,49:01.9,"['64.0', '0']",Video games
3,14892,heart_rate,49:01.9,"['65.0', '0']",Video games
4,14893,heart_rate,49:01.9,"['64.0', '0']",Video games
5,14894,heart_rate,49:01.9,"['62.0', '1']",Video games
6,14895,heart_rate,49:02.0,"['61.0', '1']",Video games
7,14896,heart_rate,49:02.0,"['60.0', '1']",Video games
8,14897,heart_rate,49:02.0,"['60.0', '0']",Video games
9,14898,heart_rate,49:02.0,"['60.0', '1']",Video games
10,14899,heart_rate,49:02.1,"['61.0', '1']",Video games
11,14900,heart_rate,49:02.1,"['59.0', '1']",Video games
12,14901,heart_rate,49:02.1,"['58.0', '1']",Video games
13,14902,heart_rate,49:02.1,"['57.0', '1']",Video games
14,14903,heart_rate,49:02.1,"['58.0', '1']",Video games
15,14904,heart_rate,49:02.1,"['57.0', '1']",Video games
16,14905,heart_rate,49:02.1,"['58.0', '2']",Video games
17,14906,heart_rate,49:02.1,"['58.0', '1']",Video games
18,14907,heart_rate,49:02.2,"['59.0', '1']",Video games
19,14908,heart_rate,49:02.2,"['60.0', '1']",Video games
20,14909,heart_rate,49:02.2,"['62.0', '1']",Video games
21,14910,heart_rate,49:02.2,"['63.0', '1']",Video games
22,14911,heart_rate,49:02.2,"['62.0', '1']",Video games
23,14912,heart_rate,49:02.3,"['61.0', '1']",Video games
24,14913,heart_rate,49:02.3,"['60.0', '1']",Video games
25,14914,heart_rate,49:02.3,"['59.0', '1']",Video games
26,14915,heart_rate,49:02.3,"['60.0', '1']",Video games
27,14916,heart_rate,49:02.4,"['59.0', '1']",Video games
28,14917,heart_rate,49:02.4,"['60.0', '1']",Video games
29,14918,heart_rate,49:02.4,"['61.0', '1']",Video games
30,14919,heart_rate,49:02.4,"['61.0', '2']",Video games
31,14920,heart_rate,49:02.4,"['61.0', '3']",Video games
32,14921,heart_rate,49:02.4,"['60.0', '3']",Video games
33,14922,heart_rate,49:02.4,"['60.0', '2']",Video games
34,14923,heart_rate,49:02.4,"['60.0', '1']",Video games
35,14924,heart_rate,49:02.4,"['59.0', '1']",Video games
36,14925,heart_rate,49:02.5,"['60.0', '1']",Video games
37,14926,heart_rate,49:02.5,"['58.0', '1']",Video games
38,14927,heart_rate,49:02.5,"['61.0', '1']",Video games
39,14928,heart_rate,49:02.5,"['62.0', '1']",Video games
40,14929,heart_rate,49:02.5,"['63.0', '1']",Video games
41,14930,heart_rate,49:02.5,"['66.0', '1']",Video games
42,14931,heart_rate,49:02.5,"['67.0', '1']",Video games
43,14932,heart_rate,49:02.5,"['67.0', '2']",Video games
44,14933,heart_rate,49:02.6,"['67.0', '1']",Video games
45,14934,heart_rate,49:02.6,"['68.0', '1']",Video games
46,14935,heart_rate,49:02.6,"['67.0', '1']",Video games
47,14936,heart_rate,49:02.6,"['65.0', '1']",Video games
48,14937,heart_rate,49:02.7,"['66.0', '1']",Video games
49,14938,heart_rate,49:02.7,"['65.0', '1']",Video games
50,14939,heart_rate,49:02.7,"['64.0', '3']",Video games
51,14940,heart_rate,49:02.7,"['65.0', '3']",Video games
52,14941,heart_rate,49:02.7,"['65.0', '2']",Video games
53,14942,heart_rate,49:02.7,"['66.0', '2']",Video games
54,14943,heart_rate,49:02.8,"['67.0', '2']",Video games
55,14944,heart_rate,49:02.8,"['67.0', '1']",Video games
56,14945,heart_rate,49:02.8,"['64.0', '1']",Video games
57,14946,heart_rate,49:02.8,"['61.0', '1']",Video games
58,14947,heart_rate,49:02.8,"['63.0', '1']",Video games
59,14948,heart_rate,49:02.8,"['61.0', '1']",Video games
60,14949,heart_rate,49:02.8,"['63.0', '1']",Video games
61,14950,heart_rate,49:02.8,"['64.0', '1']",Video games
62,14951,heart_rate,49:02.8,"['65.0', '1']",Video games
63,14952,heart_rate,49:02.8,"['65.0', '3']",Video games
64,14953,heart_rate,49:02.8,"['65.0', '1']",Video games
65,14954,heart_rate,49:02.9,"['64.0', '1']",Video games
66,14955,heart_rate,49:02.9,"['63.0', '1']",Video games
67,14956,heart_rate,49:02.9,"['62.0', '1']",Video games
68,14957,heart_rate,49:03.0,"['63.0', '1']",Video games
69,14958,heart_rate,49:03.0,"['62.0', '1']",Video games
70,14959,heart_rate,49:03.1,"['61.0', '3']",Video games
71,14960,heart_rate,49:03.1,"['60.0', '3']",Video games
72,14961,heart_rate,49:03.1,"['61.0', '3']",Video games
73,14962,heart_rate,49:03.1,"['61.0', '1']",Video games
74,14963,heart_rate,49:03.1,"['60.0', '1']",Video games
75,14964,heart_rate,49:03.1,"['63.0', '1']",Video games
76,14965,heart_rate,49:03.2,"['65.0', '1']",Video games
77,14966,heart_rate,49:03.2,"['66.0', '1']",Video games
78,14967,heart_rate,49:03.2,"['65.0', '1']",Video games
79,14968,heart_rate,49:03.2,"['64.0', '1']",Video games
80,14969,heart_rate,49:03.2,"['64.0', '3']",Video games
81,14970,heart_rate,49:03.2,"['64.0', '2']",Video games
82,14971,heart_rate,49:03.2,"['63.0', '2']",Video games
83,14972,heart_rate,49:03.2,"['62.0', '2']",Video games
84,14973,heart_rate,49:03.2,"['61.0', '2']",Video games
85,14974,heart_rate,49:03.3,"['62.0', '2']",Video games
86,14975,heart_rate,49:03.3,"['62.0', '1']",Video games
87,14976,heart_rate,49:03.3,"['63.0', '1']",Video games
88,14977,heart_rate,49:03.3,"['65.0', '1']",Video games
89,14978,heart_rate,49:03.3,"['64.0', '1']",Video games
90,14979,heart_rate,49:03.3,"['63.0', '1']",Video games
91,14980,heart_rate,49:03.3,"['62.0', '3']",Video games
92,14981,heart_rate,49:03.3,"['61.0', '3']",Video games
93,14982,heart_rate,49:03.3,"['62.0', '2']",Video games
94,14983,heart_rate,49:03.3,"['62.0', '1']",Video games
95,14984,heart_rate,49:03.4,"['61.0', '1']",Video games
96,14985,heart_rate,49:03.4,"['63.0', '1']",Video games
97,14986,heart_rate,49:03.4,"['64.0', '1']",Video games
98,14987,heart_rate,49:03.4,"['65.0', '1']",Video games
99,14988,heart_rate,49:03.4,"['65.0', '2']",Video games
100,14989,heart_rate,49:03.5,"['65.0', '1']",Video games
101,14990,heart_rate,49:03.6,"['64.0', '1']",Video games
102,14991,heart_rate,49:03.6,"['63.0', '1']",Video games
103,14992,heart_rate,49:03.6,"['62.0', '1']",Video games
104,14993,heart_rate,49:03.6,"['61.0', '1']",Video games
105,14994,heart_rate,49:03.6,"['59.0', '1']",Video games
106,14995,heart_rate,49:03.6,"['58.0', '1']",Video games
107,14996,heart_rate,49:03.6,"['60.0', '3']",Video games
108,14997,heart_rate,49:03.6,"['61.0', '2']",Video games
109,14998,heart_rate,49:03.7,"['62.0', '3']",Video games
110,14999,heart_rate,49:03.7,"['61.0', '3']",Video games
111,15000,heart_rate,49:03.7,"['62.0', '3']",Video games
112,15001,heart_rate,49:03.7,"['63.0', '3']",Video games
113,15002,heart_rate,49:03.7,"['62.0', '3']",Video games
114,15003,heart_rate,49:03.7,"['61.0', '3']",Video games
115,15004,heart_rate,49:03.7,"['61.0', '2']",Video games
116,15005,heart_rate,49:03.7,"['62.0', '2']",Video games
117,15006,heart_rate,49:03.7,"['63.0', '3']",Video games
118,15007,heart_rate,49:03.7,"['64.0', '2']",Video games
119,15008,heart_rate,49:03.7,"['64.0', '1']",Video games
120,15009,heart_rate,49:03.7,"['63.0', '1']",Video games
121,15010,heart_rate,49:03.8,"['65.0', '1']",Video games
122,15011,heart_rate,49:03.8,"['66.0', '1']",Video games
123,15012,heart_rate,49:03.8,"['65.0', '1']",Video games
124,15013,heart_rate,49:03.8,"['66.0', '1']",Video games
125,15014,heart_rate,49:03.8,"['65.0', '1']",Video games
126,15015,heart_rate,49:03.8,"['65.0', '3']",Video games
127,15016,heart_rate,49:03.8,"['63.0', '3']",Video games
128,15017,heart_rate,49:03.8,"['62.0', '1']",Video games
129,15018,heart_rate,49:03.8,"['63.0', '1']",Video games
130,15019,heart_rate,49:03.8,"['60.0', '1']",Video games
131,15020,heart_rate,49:03.8,"['59.0', '1']",Video games
132,15021,heart_rate,49:03.9,"['60.0', '1']",Video games
133,15022,heart_rate,49:03.9,"['61.0', '2']",Video games
134,15023,heart_rate,49:03.9,"['61.0', '1']",Video games
135,15024,heart_rate,49:03.9,"['60.0', '1']",Video games
136,15025,heart_rate,49:03.9,"['59.0', '1']",Video games
137,15026,heart_rate,49:03.9,"['58.0', '1']",Video games
138,15027,heart_rate,49:03.9,"['57.0', '1']",Video games
139,15028,heart_rate,49:03.9,"['57.0', '2']",Video games
140,15029,heart_rate,49:04.0,"['57.0', '1']",Video games
141,15030,heart_rate,49:04.0,"['56.0', '1']",Video games
142,15031,heart_rate,49:04.0,"['55.0', '1']",Video games
143,15032,heart_rate,49:04.0,"['56.0', '1']",Video games
144,15033,heart_rate,49:04.0,"['58.0', '1']",Video games
145,15034,heart_rate,49:04.0,"['59.0', '1']",Video games
146,15035,heart_rate,49:04.0,"['60.0', '1']",Video games
147,15036,heart_rate,49:04.0,"['61.0', '1']",Video games
148,15037,heart_rate,49:04.0,"['62.0', '1']",Video games
149,15038,heart_rate,49:04.0,"['61.0', '3']",Video games
150,15039,heart_rate,49:04.1,"['61.0', '1']",Video games
151,15040,heart_rate,49:04.1,"['62.0', '1']",Video games
152,15041,heart_rate,49:04.1,"['61.0', '2']",Video games
153,15042,heart_rate,49:04.1,"['60.0', '2']",Video games
154,15043,heart_rate,49:04.1,"['59.0', '1']",Video games
155,15044,heart_rate,49:04.2,"['60.0', '1']",Video games
156,15045,heart_rate,49:04.2,"['61.0', '1']",Video games
157,15046,heart_rate,49:04.3,"['60.0', '1']",Video games
158,15047,heart_rate,49:04.3,"['61.0', '1']",Video games
159,15048,heart_rate,49:04.3,"['62.0', '1']",Video games
160,15049,heart_rate,49:04.3,"['61.0', '1']",Video games
161,15050,heart_rate,49:04.3,"['62.0', '1']",Video games
162,15051,heart_rate,49:04.3,"['61.0', '1']",Video games
163,15052,heart_rate,49:04.3,"['62.0', '1']",Video games
164,15053,heart_rate,49:04.3,"['61.0', '1']",Video games
165,15054,heart_rate,49:04.3,"['62.0', '1']",Video games
166,15055,heart_rate,49:04.4,"['62.0', '3']",Video games
167,15056,heart_rate,49:04.4,"['61.0', '3']",Video games
168,15057,heart_rate,49:04.4,"['61.0', '1']",Video games
169,15058,heart_rate,49:04.4,"['62.0', '1']",Video games
170,15059,heart_rate,49:04.4,"['61.0', '1']",Video games
171,15060,heart_rate,49:04.4,"['62.0', '1']",Video games
172,15061,heart_rate,49:04.4,"['61.0', '1']",Video games
173,15062,heart_rate,49:04.4,"['61.0', '2']",Video games
174,15063,heart_rate,49:04.5,"['61.0', '1']",Video games
175,15064,heart_rate,49:04.5,"['60.0', '1']",Video games
176,15065,heart_rate,49:04.5,"['58.0', '1']",Video games
177,15066,heart_rate,49:04.5,"['56.0', '1']",Video games
178,15067,heart_rate,49:04.6,"['57.0', '1']",Video games
179,15068,heart_rate,49:04.7,"['58.0', '1']",Video games
180,15069,heart_rate,49:04.9,"['57.0', '1']",Video games
181,15070,heart_rate,49:04.9,"['56.0', '1']",Video games
182,15071,heart_rate,49:05.1,"['56.0', '0']",Video games
183,15091,heart_rate,10:00.8,"['90.0', '0']",In vehicle
184,15092,heart_rate,10:02.0,"['90.0', '1']",In vehicle
185,15093,heart_rate,10:02.8,"['82.0', '1']",In vehicle
186,15100,heart_rate,10:03.8,"['75.0', '1']",In vehicle
187,15101,heart_rate,10:05.0,"['70.0', '1']",In vehicle
188,15102,heart_rate,10:05.8,"['67.0', '1']",In vehicle
189,15103,heart_rate,10:07.9,"['66.0', '1']",In vehicle
190,15109,heart_rate,10:08.7,"['67.0', '1']",In vehicle
191,15110,heart_rate,10:15.9,"['68.0', '1']",In vehicle
192,15111,heart_rate,10:16.8,"['70.0', '1']",In vehicle
193,15112,heart_rate,10:18.0,"['71.0', '1']",In vehicle
194,15113,heart_rate,10:18.8,"['73.0', '1']",In vehicle
195,15114,heart_rate,10:19.8,"['76.0', '1']",In vehicle
196,15115,heart_rate,10:21.8,"['77.0', '1']",In vehicle
197,15116,heart_rate,10:22.8,"['78.0', '1']",In vehicle
198,15117,heart_rate,10:24.0,"['79.0', '1']",In vehicle
199,15118,heart_rate,10:28.1,"['82.0', '1']",In vehicle
200,15119,heart_rate,10:28.9,"['83.0', '1']",In vehicle
201,15120,heart_rate,10:31.1,"['84.0', '1']",In vehicle
202,15121,heart_rate,10:32.9,"['83.0', '1']",In vehicle
203,15122,heart_rate,10:35.3,"['82.0', '1']",In vehicle
204,15123,heart_rate,10:37.0,"['83.0', '1']",In vehicle
205,15124,heart_rate,10:43.0,"['87.0', '1']",In vehicle
206,15125,heart_rate,10:44.2,"['90.0', '1']",In vehicle
207,15126,heart_rate,10:54.2,"['89.0', '1']",In vehicle
208,15127,heart_rate,10:56.1,"['91.0', '1']",In vehicle
209,15137,heart_rate,11:00.2,"['88.0', '1']",In vehicle
210,15139,heart_rate,11:01.4,"['87.0', '1']",In vehicle
211,15140,heart_rate,11:02.2,"['86.0', '1']",In vehicle
212,15141,heart_rate,11:06.1,"['85.0', '1']",In vehicle
213,15142,heart_rate,11:18.2,"['84.0', '1']",In vehicle
214,15143,heart_rate,11:19.2,"['81.0', '1']",In vehicle
215,15144,heart_rate,11:20.4,"['82.0', '1']",In vehicle
216,15145,heart_rate,11:21.6,"['81.0', '1']",In vehicle
217,15152,heart_rate,11:34.6,"['80.0', '1']",In vehicle
218,15153,heart_rate,11:39.4,"['81.0', '1']",In vehicle
219,15155,heart_rate,11:54.8,"['80.0', '1']",In vehicle
220,15161,heart_rate,11:57.8,"['75.0', '1']",In vehicle
221,15162,heart_rate,11:58.6,"['80.0', '1']",In vehicle
222,15166,heart_rate,12:02.5,"['78.0', '1']",In vehicle
223,15167,heart_rate,12:07.9,"['77.0', '1']",In vehicle
224,15168,heart_rate,12:10.8,"['76.0', '1']",In vehicle
225,15169,heart_rate,12:18.8,"['75.0', '1']",In vehicle
226,15170,heart_rate,12:20.9,"['74.0', '1']",In vehicle
227,15171,heart_rate,12:21.7,"['71.0', '1']",In vehicle
228,15172,heart_rate,12:22.7,"['70.0', '1']",In vehicle
229,15173,heart_rate,12:53.0,"['71.0', '1']",In vehicle
230,15183,heart_rate,13:08.0,"['72.0', '1']",In vehicle
231,15184,heart_rate,13:51.4,"['73.0', '1']",In vehicle
232,15185,heart_rate,13:58.5,"['74.0', '1']",In vehicle
233,15194,heart_rate,14:01.5,"['76.0', '1']",In vehicle
234,15195,heart_rate,14:02.4,"['77.0', '1']",In vehicle
235,15196,heart_rate,14:08.4,"['76.0', '1']",In vehicle
236,15197,heart_rate,14:10.8,"['77.0', '1']",In vehicle
237,15198,heart_rate,14:11.6,"['76.0', '1']",In vehicle
238,15199,heart_rate,14:25.6,"['78.0', '1']",In vehicle
239,15200,heart_rate,14:27.6,"['77.0', '1']",In vehicle
240,15201,heart_rate,14:32.7,"['78.0', '1']",In vehicle
241,15202,heart_rate,14:33.9,"['79.0', '1']",In vehicle
242,15203,heart_rate,14:34.7,"['77.0', '1']",In vehicle
243,15204,heart_rate,14:35.7,"['78.0', '1']",In vehicle
244,15205,heart_rate,14:42.8,"['77.0', '1']",In vehicle
245,15207,heart_rate,14:53.7,"['80.0', '1']",In vehicle
246,15208,heart_rate,14:54.7,"['79.0', '1']",In vehicle
247,15216,heart_rate,15:11.9,"['72.0', '1']",In vehicle
248,15217,heart_rate,15:13.9,"['71.0', '1']",In vehicle
249,15218,heart_rate,15:33.3,"['72.0', '1']",In vehicle
250,15219,heart_rate,15:35.1,"['74.0', '1']",In vehicle
251,15228,heart_rate,16:14.4,"['74.0', '0']",In vehicle
252,15229,heart_rate,16:33.4,"['73.0', '0']",In vehicle
253,15230,heart_rate,16:42.7,"['74.0', '1']",In vehicle
254,15231,heart_rate,16:49.9,"['75.0', '1']",In vehicle
255,15242,heart_rate,16:59.9,"['77.0', '1']",In vehicle
256,15243,heart_rate,17:00.8,"['73.0', '1']",In vehicle
257,15244,heart_rate,17:07.7,"['74.0', '1']",In vehicle
258,15245,heart_rate,17:40.9,"['76.0', '1']",In vehicle
259,15246,heart_rate,17:48.0,"['77.0', '1']",In vehicle
260,15247,heart_rate,17:52.2,"['76.0', '1']",In vehicle
261,15256,heart_rate,18:08.3,"['77.0', '1']",In vehicle
262,15257,heart_rate,18:09.1,"['76.0', '1']",In vehicle
263,15390,heart_rate,40:43.6,"['73.0', '1']",In vehicle
264,15391,heart_rate,40:43.6,"['74.0', '1']",In vehicle
265,15392,heart_rate,40:43.6,"['73.0', '1']",In vehicle
266,15393,heart_rate,40:43.6,"['72.0', '1']",In vehicle
267,15394,heart_rate,40:43.6,"['73.0', '1']",In vehicle
268,15395,heart_rate,40:43.6,"['77.0', '1']",In vehicle
269,15396,heart_rate,40:43.6,"['81.0', '1']",In vehicle
270,15397,heart_rate,40:43.7,"['71.0', '1']",In vehicle
271,15398,heart_rate,40:43.7,"['62.0', '1']",In vehicle
272,15399,heart_rate,40:43.7,"['61.0', '1']",In vehicle
273,15400,heart_rate,40:43.7,"['61.0', '3']",In vehicle
274,15401,heart_rate,40:43.7,"['61.0', '2']",In vehicle
275,15402,heart_rate,40:43.7,"['60.0', '2']",In vehicle
276,15403,heart_rate,40:43.7,"['59.0', '2']",In vehicle
277,15404,heart_rate,40:43.7,"['58.0', '2']",In vehicle
278,15405,heart_rate,40:43.7,"['57.0', '2']",In vehicle
279,15406,heart_rate,40:43.7,"['56.0', '2']",In vehicle
280,15407,heart_rate,40:43.7,"['58.0', '2']",In vehicle
281,15408,heart_rate,40:43.7,"['59.0', '2']",In vehicle
282,15409,heart_rate,40:43.7,"['59.0', '1']",In vehicle
283,15410,heart_rate,40:43.7,"['60.0', '1']",In vehicle
284,15411,heart_rate,40:43.7,"['59.0', '1']",In vehicle
285,15412,heart_rate,40:43.7,"['60.0', '1']",In vehicle
286,15413,heart_rate,40:43.7,"['59.0', '1']",In vehicle
287,15414,heart_rate,40:43.7,"['61.0', '1']",In vehicle
288,15415,heart_rate,40:43.7,"['62.0', '1']",In vehicle
289,15416,heart_rate,40:43.7,"['61.0', '1']",In vehicle
290,15417,heart_rate,40:43.7,"['62.0', '1']",In vehicle
291,15418,heart_rate,40:43.7,"['61.0', '1']",In vehicle
292,15420,heart_rate,40:53.6,"['62.0', '1']",In vehicle
293,15432,heart_rate,41:01.7,"['63.0', '1']",In vehicle
294,15433,heart_rate,41:09.8,"['62.0', '1']",In vehicle
295,15434,heart_rate,41:27.8,"['63.0', '1']",In vehicle
296,15441,heart_rate,41:42.1,"['64.0', '1']",In vehicle
297,15442,heart_rate,41:47.0,"['64.0', '0']",In vehicle
298,15449,heart_rate,42:22.3,"['63.0', '0']",In vehicle
299,15450,heart_rate,42:24.5,"['64.0', '0']",In vehicle
300,15451,heart_rate,42:53.7,"['65.0', '0']",In vehicle
301,15458,heart_rate,43:03.7,"['66.0', '0']",In vehicle
302,15459,heart_rate,43:06.6,"['67.0', '0']",In vehicle
303,15460,heart_rate,43:07.6,"['66.0', '0']",In vehicle
304,15461,heart_rate,43:08.8,"['67.0', '0']",In vehicle
305,15462,heart_rate,43:13.8,"['66.0', '1']",In vehicle
306,15463,heart_rate,43:21.9,"['65.0', '1']",In vehicle
307,15464,heart_rate,43:22.8,"['61.0', '1']",In vehicle
308,15465,heart_rate,43:28.8,"['61.0', '2']",In vehicle
309,15466,heart_rate,43:29.8,"['61.0', '1']",In vehicle
310,15467,heart_rate,43:38.9,"['60.0', '1']",In vehicle
311,15474,heart_rate,43:45.0,"['57.0', '1']",In vehicle
312,15475,heart_rate,43:46.0,"['58.0', '1']",In vehicle
313,15476,heart_rate,43:47.0,"['59.0', '1']",In vehicle
314,15483,heart_rate,43:48.0,"['57.0', '1']",In vehicle
315,15484,heart_rate,43:56.1,"['58.0', '1']",In vehicle
316,15491,heart_rate,44:02.0,"['61.0', '1']",In vehicle
317,15492,heart_rate,44:03.0,"['63.0', '1']",In vehicle
318,15493,heart_rate,44:05.0,"['64.0', '1']",In vehicle
319,15494,heart_rate,44:11.2,"['65.0', '1']",In vehicle
320,15495,heart_rate,44:13.1,"['66.0', '1']",In vehicle
321,15496,heart_rate,44:14.1,"['68.0', '2']",In vehicle
322,15497,heart_rate,44:15.1,"['69.0', '2']",In vehicle
323,15498,heart_rate,44:20.3,"['69.0', '1']",In vehicle
324,15602,heart_rate,18:15.5,"['70.0', '1']",In vehicle
325,15603,heart_rate,18:15.5,"['69.0', '1']",In vehicle
326,15604,heart_rate,18:15.5,"['65.0', '1']",In vehicle
327,15605,heart_rate,18:15.5,"['62.0', '1']",In vehicle
328,15606,heart_rate,18:15.5,"['63.0', '1']",In vehicle
329,15607,heart_rate,18:15.5,"['62.0', '1']",In vehicle
330,15608,heart_rate,18:15.5,"['63.0', '1']",In vehicle
331,15609,heart_rate,18:15.5,"['65.0', '1']",In vehicle
332,15610,heart_rate,18:15.5,"['66.0', '1']",In vehicle
333,15611,heart_rate,18:15.6,"['74.0', '1']",In vehicle
334,15612,heart_rate,18:15.6,"['75.0', '1']",In vehicle
335,15613,heart_rate,18:15.6,"['76.0', '1']",In vehicle
336,15614,heart_rate,18:15.6,"['77.0', '1']",In vehicle
337,15615,heart_rate,18:15.6,"['78.0', '1']",In vehicle
338,15616,heart_rate,18:15.6,"['78.0', '2']",In vehicle
339,15617,heart_rate,18:15.6,"['79.0', '2']",In vehicle
340,15618,heart_rate,18:15.6,"['78.0', '1']",In vehicle
341,15619,heart_rate,18:15.6,"['82.0', '2']",In vehicle
342,15620,heart_rate,18:15.6,"['87.0', '2']",In vehicle
343,15621,heart_rate,18:15.6,"['89.0', '2']",In vehicle
344,15622,heart_rate,18:15.6,"['89.0', '1']",In vehicle
345,15624,heart_rate,18:15.6,"['88.0', '1']",In vehicle
346,15625,heart_rate,18:15.7,"['91.0', '1']",In vehicle
347,15626,heart_rate,18:15.7,"['90.0', '1']",In vehicle
348,15627,heart_rate,18:15.7,"['89.0', '1']",In vehicle
349,15628,heart_rate,18:15.7,"['86.0', '1']",In vehicle
350,15629,heart_rate,18:15.7,"['85.0', '1']",In vehicle
351,15630,heart_rate,18:15.7,"['84.0', '1']",In vehicle
352,15631,heart_rate,18:15.8,"['82.0', '1']",In vehicle
353,15632,heart_rate,18:15.8,"['81.0', '1']",In vehicle
354,15633,heart_rate,18:15.8,"['82.0', '1']",In vehicle
355,15634,heart_rate,18:15.8,"['83.0', '1']",In vehicle
356,15635,heart_rate,18:15.8,"['84.0', '1']",In vehicle
357,15636,heart_rate,18:15.8,"['83.0', '1']",In vehicle
358,15637,heart_rate,18:15.9,"['84.0', '1']",In vehicle
359,15638,heart_rate,18:15.9,"['82.0', '1']",In vehicle
360,15639,heart_rate,18:15.9,"['86.0', '1']",In vehicle
361,15640,heart_rate,18:15.9,"['89.0', '1']",In vehicle
362,15641,heart_rate,18:15.9,"['90.0', '1']",In vehicle
363,15642,heart_rate,18:15.9,"['89.0', '1']",In vehicle
364,15643,heart_rate,18:15.9,"['91.0', '1']",In vehicle
365,15644,heart_rate,18:15.9,"['90.0', '1']",In vehicle
366,15645,heart_rate,18:15.9,"['87.0', '1']",In vehicle
367,15646,heart_rate,18:15.9,"['85.0', '1']",In vehicle
368,15647,heart_rate,18:16.0,"['83.0', '1']",In vehicle
369,15648,heart_rate,18:16.0,"['82.0', '2']",In vehicle
370,15649,heart_rate,18:16.0,"['79.0', '2']",In vehicle
371,15650,heart_rate,18:16.0,"['77.0', '2']",In vehicle
372,15651,heart_rate,18:16.0,"['76.0', '2']",In vehicle
373,15652,heart_rate,18:16.0,"['75.0', '2']",In vehicle
374,15653,heart_rate,18:16.0,"['73.0', '2']",In vehicle
375,15654,heart_rate,18:16.0,"['72.0', '3']",In vehicle
376,15655,heart_rate,18:16.0,"['71.0', '2']",In vehicle
377,15656,heart_rate,18:16.0,"['71.0', '1']",In vehicle
378,15657,heart_rate,18:16.1,"['72.0', '1']",In vehicle
379,15658,heart_rate,18:16.1,"['74.0', '2']",In vehicle
380,15659,heart_rate,18:16.1,"['75.0', '2']",In vehicle
381,15660,heart_rate,18:16.1,"['77.0', '2']",In vehicle
382,15661,heart_rate,18:16.1,"['79.0', '3']",In vehicle
383,15662,heart_rate,18:16.1,"['80.0', '3']",In vehicle
384,15663,heart_rate,18:16.1,"['83.0', '3']",In vehicle
385,15664,heart_rate,18:16.1,"['84.0', '3']",In vehicle
386,15665,heart_rate,18:16.1,"['84.0', '2']",In vehicle
387,15666,heart_rate,18:16.1,"['84.0', '1']",In vehicle
388,15667,heart_rate,18:16.1,"['89.0', '1']",In vehicle
389,15668,heart_rate,18:16.1,"['95.0', '1']",In vehicle
390,15669,heart_rate,18:16.1,"['97.0', '1']",In vehicle
391,15670,heart_rate,18:16.1,"['98.0', '1']",In vehicle
392,15671,heart_rate,18:16.1,"['95.0', '1']",In vehicle
393,15672,heart_rate,18:16.1,"['93.0', '1']",In vehicle
394,15673,heart_rate,18:16.2,"['92.0', '1']",In vehicle
395,15674,heart_rate,18:16.2,"['91.0', '1']",In vehicle
396,15675,heart_rate,18:16.2,"['90.0', '1']",In vehicle
397,15676,heart_rate,18:16.3,"['89.0', '1']",In vehicle
398,15677,heart_rate,18:16.3,"['81.0', '1']",In vehicle
399,15678,heart_rate,18:16.3,"['80.0', '1']",In vehicle
400,15679,heart_rate,18:16.3,"['83.0', '1']",In vehicle
401,15680,heart_rate,18:16.3,"['85.0', '1']",In vehicle
402,15681,heart_rate,18:16.3,"['86.0', '1']",In vehicle
403,15682,heart_rate,18:16.3,"['85.0', '1']",In vehicle
404,15683,heart_rate,18:16.3,"['86.0', '3']",In vehicle
405,15684,heart_rate,18:16.3,"['84.0', '3']",In vehicle
406,15685,heart_rate,18:16.3,"['83.0', '3']",In vehicle
407,15686,heart_rate,18:16.3,"['82.0', '3']",In vehicle
408,15687,heart_rate,18:16.3,"['84.0', '3']",In vehicle
409,15688,heart_rate,18:16.3,"['80.0', '3']",In vehicle
410,15689,heart_rate,18:16.3,"['84.0', '3']",In vehicle
411,15690,heart_rate,18:16.3,"['82.0', '3']",In vehicle
412,15691,heart_rate,18:16.3,"['84.0', '3']",In vehicle
413,15692,heart_rate,18:16.3,"['83.0', '3']",In vehicle
414,15693,heart_rate,18:16.3,"['84.0', '3']",In vehicle
415,15694,heart_rate,18:16.3,"['85.0', '2']",In vehicle
416,15695,heart_rate,18:16.3,"['87.0', '3']",In vehicle
417,15696,heart_rate,18:16.3,"['89.0', '3']",In vehicle
418,15697,heart_rate,18:16.3,"['90.0', '3']",In vehicle
419,15698,heart_rate,18:16.3,"['93.0', '3']",In vehicle
420,15699,heart_rate,18:16.3,"['94.0', '3']",In vehicle
421,15700,heart_rate,18:16.3,"['91.0', '3']",In vehicle
422,15701,heart_rate,18:16.3,"['89.0', '3']",In vehicle
423,15702,heart_rate,18:16.3,"['88.0', '3']",In vehicle
424,15703,heart_rate,18:16.3,"['85.0', '3']",In vehicle
425,15704,heart_rate,18:16.3,"['84.0', '3']",In vehicle
426,15705,heart_rate,18:16.3,"['83.0', '3']",In vehicle
427,15706,heart_rate,18:16.4,"['84.0', '3']",In vehicle
428,15707,heart_rate,18:16.4,"['83.0', '3']",In vehicle
429,15708,heart_rate,18:16.4,"['83.0', '2']",In vehicle
430,15709,heart_rate,18:16.4,"['83.0', '1']",In vehicle
431,15710,heart_rate,18:16.4,"['82.0', '1']",In vehicle
432,15711,heart_rate,18:16.5,"['83.0', '1']",In vehicle
433,15712,heart_rate,18:16.5,"['79.0', '1']",In vehicle
