,index,source,timestamp,values,activity
8972,31319,heart_rate,17:38.0,"['63.0', '1']",Walk
8973,31320,heart_rate,17:38.9,"['61.0', '1']",Walk
8974,31321,heart_rate,17:40.0,"['62.0', '1']",Walk
8975,31322,heart_rate,17:43.2,"['63.0', '1']",Walk
8976,31323,heart_rate,17:44.0,"['63.0', '2']",Walk
8977,31324,heart_rate,17:45.0,"['62.0', '2']",Walk
8978,31325,heart_rate,17:47.2,"['64.0', '2']",Walk
8979,31326,heart_rate,17:48.0,"['65.0', '2']",Walk
8980,31327,heart_rate,17:54.1,"['65.0', '1']",Walk
8981,31328,heart_rate,17:59.2,"['64.0', '1']",Walk
8982,31335,heart_rate,18:03.3,"['63.0', '1']",Walk
8983,31341,heart_rate,18:08.3,"['64.0', '1']",Walk
8984,31342,heart_rate,18:12.3,"['63.0', '1']",Walk
8985,31343,heart_rate,18:17.3,"['62.0', '1']",Walk
8986,31344,heart_rate,18:18.5,"['60.0', '1']",Walk
8987,31345,heart_rate,18:19.7,"['61.0', '1']",Walk
8988,31346,heart_rate,18:20.4,"['60.0', '1']",Walk
8989,31347,heart_rate,18:22.4,"['61.0', '1']",Walk
8990,31348,heart_rate,18:24.4,"['61.0', '3']",Walk
8991,31349,heart_rate,18:27.6,"['62.0', '3']",Walk
8992,31350,heart_rate,18:28.6,"['61.0', '3']",Walk
8993,31351,heart_rate,18:30.6,"['63.0', '3']",Walk
8994,31352,heart_rate,18:32.8,"['64.0', '3']",Walk
8995,31353,heart_rate,18:34.5,"['66.0', '3']",Walk
8996,31354,heart_rate,18:35.5,"['62.0', '3']",Walk
8997,31355,heart_rate,18:36.5,"['63.0', '3']",Walk
8998,31356,heart_rate,18:37.5,"['61.0', '3']",Walk
8999,31357,heart_rate,18:38.5,"['63.0', '3']",Walk
9000,31358,heart_rate,18:39.5,"['61.0', '3']",Walk
9001,31359,heart_rate,18:40.5,"['66.0', '3']",Walk
9002,31360,heart_rate,18:41.5,"['64.0', '3']",Walk
9003,31361,heart_rate,18:42.5,"['66.0', '3']",Walk
9004,31362,heart_rate,18:43.8,"['64.0', '3']",Walk
9005,31363,heart_rate,18:45.6,"['66.0', '3']",Walk
9006,31364,heart_rate,18:47.6,"['64.0', '3']",Walk
9007,31365,heart_rate,18:48.9,"['63.0', '3']",Walk
9008,31372,heart_rate,18:51.6,"['61.0', '3']",Walk
9009,31373,heart_rate,18:52.7,"['63.0', '3']",Walk
9010,31374,heart_rate,18:54.9,"['63.0', '1']",Walk
9011,31375,heart_rate,19:34.1,"['64.0', '1']",Walk
9012,31376,heart_rate,19:37.2,"['65.0', '1']",Walk
9013,31377,heart_rate,19:38.2,"['64.0', '1']",Walk
9014,31378,heart_rate,19:43.4,"['65.0', '1']",Walk
9015,31379,heart_rate,19:44.4,"['67.0', '1']",Walk
9016,31380,heart_rate,19:45.2,"['68.0', '1']",Walk
9017,31381,heart_rate,19:46.2,"['70.0', '1']",Walk
9018,31382,heart_rate,19:49.5,"['69.0', '1']",Walk
9019,31383,heart_rate,19:50.3,"['70.0', '1']",Walk
9020,31384,heart_rate,19:51.3,"['69.0', '3']",Walk
9021,31385,heart_rate,19:53.3,"['70.0', '3']",Walk
9022,31392,heart_rate,20:02.4,"['70.0', '1']",Walk
9023,31396,heart_rate,20:11.6,"['69.0', '1']",Walk
9024,31397,heart_rate,20:12.6,"['66.0', '1']",Walk
9025,31398,heart_rate,20:15.6,"['65.0', '1']",Walk
9026,31399,heart_rate,20:16.6,"['64.0', '1']",Walk
9027,31400,heart_rate,20:17.8,"['65.0', '1']",Walk
9028,31401,heart_rate,20:25.7,"['66.0', '1']",Walk
9029,31402,heart_rate,20:29.6,"['66.0', '3']",Walk
9030,31403,heart_rate,20:31.6,"['65.0', '3']",Walk
9031,31405,heart_rate,20:32.6,"['66.0', '3']",Walk
9032,31406,heart_rate,20:33.6,"['65.0', '3']",Walk
9033,31407,heart_rate,20:35.7,"['66.0', '3']",Walk
9034,31408,heart_rate,20:36.7,"['67.0', '3']",Walk
9035,31409,heart_rate,20:37.7,"['66.0', '3']",Walk
9036,31410,heart_rate,20:38.7,"['67.0', '3']",Walk
9037,31411,heart_rate,20:39.7,"['66.0', '3']",Walk
9038,31412,heart_rate,20:40.7,"['67.0', '3']",Walk
9039,31413,heart_rate,20:42.7,"['66.0', '3']",Walk
9040,31414,heart_rate,20:43.9,"['67.0', '3']",Walk
9041,31415,heart_rate,20:44.8,"['66.0', '3']",Walk
9042,31416,heart_rate,20:49.0,"['65.0', '3']",Walk
9043,31417,heart_rate,20:49.8,"['66.0', '3']",Walk
9044,31418,heart_rate,20:53.8,"['65.0', '3']",Walk
9045,31419,heart_rate,20:54.7,"['66.0', '3']",Walk
9046,31420,heart_rate,20:56.7,"['64.0', '3']",Walk
9047,31421,heart_rate,20:57.7,"['66.0', '3']",Walk
9048,31422,heart_rate,20:58.9,"['64.0', '3']",Walk
9049,31429,heart_rate,20:59.9,"['65.0', '3']",Walk
9050,31430,heart_rate,21:00.9,"['66.0', '3']",Walk
9051,31431,heart_rate,21:01.8,"['65.0', '3']",Walk
9052,31432,heart_rate,21:03.0,"['66.0', '3']",Walk
9053,31433,heart_rate,21:03.8,"['64.0', '3']",Walk
9054,31434,heart_rate,21:04.8,"['65.0', '3']",Walk
9055,31435,heart_rate,21:07.9,"['66.0', '3']",Walk
9056,31436,heart_rate,21:09.0,"['70.0', '3']",Walk
9057,31437,heart_rate,21:10.9,"['69.0', '3']",Walk
9058,31438,heart_rate,21:12.0,"['70.0', '3']",Walk
9059,31439,heart_rate,21:14.9,"['70.0', '1']",Walk
9060,31440,heart_rate,21:21.1,"['71.0', '1']",Walk
9061,31441,heart_rate,21:25.1,"['70.0', '1']",Walk
9062,31442,heart_rate,21:26.1,"['69.0', '1']",Walk
9063,31448,heart_rate,23:34.0,"['68.0', '1']",Walk
9064,31449,heart_rate,23:34.0,"['69.0', '1']",Walk
9065,31450,heart_rate,23:34.0,"['68.0', '1']",Walk
9066,31451,heart_rate,23:34.1,"['66.0', '1']",Walk
9067,31452,heart_rate,23:34.4,"['65.0', '1']",Walk
9068,31453,heart_rate,23:34.4,"['64.0', '1']",Walk
9069,31454,heart_rate,23:34.5,"['65.0', '1']",Walk
9070,31455,heart_rate,23:34.6,"['64.0', '1']",Walk
9071,31456,heart_rate,23:34.6,"['66.0', '1']",Walk
9072,31457,heart_rate,23:34.6,"['63.0', '1']",Walk
9073,31458,heart_rate,23:34.6,"['61.0', '1']",Walk
9074,31459,heart_rate,23:34.6,"['62.0', '1']",Walk
9075,31460,heart_rate,23:34.7,"['61.0', '1']",Walk
9076,31461,heart_rate,23:34.8,"['62.0', '3']",Walk
9077,31462,heart_rate,23:34.8,"['63.0', '3']",Walk
9078,31463,heart_rate,23:34.8,"['61.0', '3']",Walk
9079,31464,heart_rate,23:34.8,"['65.0', '3']",Walk
9080,31465,heart_rate,23:34.8,"['64.0', '3']",Walk
9081,31466,heart_rate,23:34.8,"['65.0', '3']",Walk
9082,31467,heart_rate,23:34.8,"['64.0', '3']",Walk
9083,31468,heart_rate,23:34.8,"['65.0', '3']",Walk
9084,31469,heart_rate,23:34.8,"['64.0', '3']",Walk
9085,31470,heart_rate,23:34.9,"['65.0', '3']",Walk
9086,31471,heart_rate,23:34.9,"['64.0', '3']",Walk
9087,31472,heart_rate,23:34.9,"['65.0', '3']",Walk
9088,31473,heart_rate,23:34.9,"['66.0', '3']",Walk
9089,31474,heart_rate,23:34.9,"['65.0', '2']",Walk
9090,31475,heart_rate,23:35.0,"['65.0', '1']",Walk
9091,31476,heart_rate,23:35.2,"['63.0', '3']",Walk
9092,31477,heart_rate,23:35.3,"['62.0', '2']",Walk
9093,31478,heart_rate,23:35.4,"['62.0', '3']",Walk
9094,31479,heart_rate,23:35.4,"['61.0', '3']",Walk
9095,31480,heart_rate,23:35.4,"['62.0', '3']",Walk
9096,31481,heart_rate,23:35.4,"['62.0', '1']",Walk
9097,31482,heart_rate,23:35.8,"['61.0', '1']",Walk
9098,31483,heart_rate,23:35.9,"['60.0', '1']",Walk
9099,31484,heart_rate,23:36.1,"['64.0', '1']",Walk
9100,31485,heart_rate,23:37.1,"['68.0', '2']",Walk
9101,31486,heart_rate,23:39.1,"['69.0', '2']",Walk
9102,31487,heart_rate,23:40.1,"['68.0', '1']",Walk
9103,31488,heart_rate,23:43.1,"['67.0', '1']",Walk
9104,31489,heart_rate,23:44.0,"['66.0', '1']",Walk
9105,31490,heart_rate,24:11.4,"['65.0', '1']",Walk
9106,31491,heart_rate,24:14.4,"['66.0', '1']",Walk
9107,31492,heart_rate,24:22.5,"['64.0', '1']",Walk
9108,31493,heart_rate,24:23.5,"['63.0', '1']",Walk
9109,31494,heart_rate,24:24.5,"['62.0', '1']",Walk
9110,31495,heart_rate,24:25.5,"['61.0', '1']",Walk
9111,31496,heart_rate,24:32.4,"['61.0', '2']",Walk
9112,31497,heart_rate,24:38.5,"['61.0', '1']",Walk
9113,31498,heart_rate,24:56.7,"['62.0', '1']",Walk
9114,31499,heart_rate,24:57.7,"['61.0', '1']",Walk
9115,31505,heart_rate,24:58.7,"['65.0', '1']",Walk
9116,31512,heart_rate,25:14.9,"['67.0', '1']",Walk
9117,31513,heart_rate,25:15.8,"['68.0', '1']",Walk
9118,31514,heart_rate,25:18.8,"['67.0', '1']",Walk
9119,31515,heart_rate,25:22.9,"['67.0', '2']",Walk
9120,31516,heart_rate,25:25.9,"['67.0', '1']",Walk
9121,31517,heart_rate,25:37.0,"['68.0', '1']",Walk
9122,31518,heart_rate,25:48.1,"['66.0', '1']",Walk
9123,31519,heart_rate,25:49.1,"['70.0', '1']",Walk
9124,31520,heart_rate,25:50.1,"['71.0', '1']",Walk
9125,31527,heart_rate,26:05.3,"['72.0', '1']",Walk
9126,31528,heart_rate,26:10.3,"['71.0', '1']",Walk
9127,31529,heart_rate,26:17.4,"['73.0', '1']",Walk
9128,31530,heart_rate,26:20.4,"['72.0', '1']",Walk
9129,31531,heart_rate,26:28.5,"['71.0', '1']",Walk
9130,31532,heart_rate,26:32.6,"['73.0', '1']",Walk
9131,31533,heart_rate,26:36.6,"['72.0', '1']",Walk
9132,31534,heart_rate,26:46.7,"['71.0', '1']",Walk
9133,31535,heart_rate,26:47.9,"['72.0', '1']",Walk
9134,31536,heart_rate,26:48.9,"['71.0', '1']",Walk
9135,31537,heart_rate,26:57.8,"['70.0', '1']",Walk
9136,31544,heart_rate,27:12.1,"['69.0', '1']",Walk
9137,31545,heart_rate,27:13.1,"['70.0', '3']",Walk
9138,31546,heart_rate,27:17.1,"['70.0', '1']",Walk
9139,31547,heart_rate,27:29.1,"['69.0', '1']",Walk
9140,31548,heart_rate,27:30.1,"['68.0', '1']",Walk
9141,31549,heart_rate,27:31.3,"['68.0', '2']",Walk
9142,31550,heart_rate,27:32.3,"['69.0', '1']",Walk
9143,31551,heart_rate,27:35.1,"['68.0', '1']",Walk
9144,31552,heart_rate,27:36.1,"['71.0', '1']",Walk
9145,31553,heart_rate,27:37.0,"['65.0', '1']",Walk
9146,31554,heart_rate,27:38.0,"['62.0', '1']",Walk
9147,31555,heart_rate,27:41.0,"['63.0', '1']",Walk
9148,31556,heart_rate,27:42.2,"['61.0', '1']",Walk
9149,31557,heart_rate,27:43.2,"['62.0', '3']",Walk
9150,31558,heart_rate,27:45.2,"['61.0', '2']",Walk
9151,31559,heart_rate,27:56.2,"['61.0', '1']",Walk
9152,31560,heart_rate,27:58.4,"['60.0', '1']",Walk
9153,31567,heart_rate,28:06.3,"['61.0', '1']",Walk
9154,31568,heart_rate,28:09.5,"['64.0', '1']",Walk
9155,31569,heart_rate,28:10.5,"['67.0', '1']",Walk
9156,31570,heart_rate,28:11.5,"['69.0', '1']",Walk
9157,31571,heart_rate,28:15.3,"['69.0', '2']",Walk
9158,31572,heart_rate,28:16.3,"['69.0', '1']",Walk
9159,31579,heart_rate,28:24.4,"['70.0', '1']",Walk
9160,31580,heart_rate,28:26.6,"['69.0', '1']",Walk
9161,31581,heart_rate,28:35.7,"['67.0', '1']",Walk
9162,31582,heart_rate,28:37.7,"['64.0', '1']",Walk
9163,31583,heart_rate,28:38.7,"['62.0', '1']",Walk
9164,31584,heart_rate,28:39.5,"['61.0', '1']",Walk
9165,31585,heart_rate,28:41.5,"['62.0', '1']",Walk
9166,31586,heart_rate,28:43.5,"['61.0', '3']",Walk
9167,31587,heart_rate,28:44.5,"['62.0', '3']",Walk
9168,31588,heart_rate,28:45.7,"['62.0', '2']",Walk
9169,31589,heart_rate,29:33.0,"['62.0', '1']",Walk
9170,31590,heart_rate,29:33.0,"['63.0', '1']",Walk
9171,31591,heart_rate,29:33.0,"['66.0', '1']",Walk
9172,31592,heart_rate,29:33.0,"['69.0', '1']",Walk
9173,31593,heart_rate,29:33.2,"['70.0', '1']",Walk
9174,31594,heart_rate,29:33.2,"['72.0', '1']",Walk
9175,31595,heart_rate,29:33.2,"['71.0', '3']",Walk
9176,31596,heart_rate,29:33.2,"['70.0', '3']",Walk
9177,31597,heart_rate,29:33.2,"['69.0', '3']",Walk
9178,31598,heart_rate,29:33.2,"['70.0', '3']",Walk
9179,31599,heart_rate,29:33.4,"['69.0', '3']",Walk
9180,31600,heart_rate,29:33.4,"['70.0', '3']",Walk
9181,31601,heart_rate,29:33.4,"['72.0', '3']",Walk
9182,31602,heart_rate,29:33.4,"['72.0', '2']",Walk
9183,31603,heart_rate,29:33.4,"['73.0', '2']",Walk
9184,31604,heart_rate,29:33.4,"['73.0', '1']",Walk
9185,31605,heart_rate,29:33.4,"['69.0', '1']",Walk
9186,31606,heart_rate,29:33.6,"['66.0', '1']",Walk
9187,31607,heart_rate,29:33.6,"['67.0', '1']",Walk
9188,31608,heart_rate,29:33.6,"['68.0', '1']",Walk
9189,31609,heart_rate,29:33.6,"['69.0', '1']",Walk
9190,31610,heart_rate,29:33.6,"['70.0', '3']",Walk
9191,31611,heart_rate,29:33.6,"['69.0', '3']",Walk
9192,31612,heart_rate,29:33.8,"['70.0', '3']",Walk
9193,31613,heart_rate,29:33.8,"['68.0', '3']",Walk
9194,31614,heart_rate,29:34.0,"['67.0', '3']",Walk
9195,31615,heart_rate,29:35.0,"['66.0', '3']",Walk
9196,31616,heart_rate,29:41.9,"['65.0', '3']",Walk
9197,31617,heart_rate,29:43.1,"['66.0', '3']",Walk
9198,31618,heart_rate,29:44.1,"['65.0', '3']",Walk
9199,31619,heart_rate,29:45.1,"['66.0', '3']",Walk
9200,31620,heart_rate,29:46.0,"['65.0', '3']",Walk
9201,31621,heart_rate,29:50.0,"['66.0', '3']",Walk
9202,31622,heart_rate,29:53.0,"['65.0', '3']",Walk
9203,31623,heart_rate,29:55.2,"['66.0', '3']",Walk
9204,31624,heart_rate,29:56.1,"['64.0', '3']",Walk
9205,31625,heart_rate,29:57.2,"['66.0', '3']",Walk
9206,31626,heart_rate,29:58.2,"['64.0', '3']",Walk
9207,31633,heart_rate,29:59.2,"['65.0', '3']",Walk
9208,31634,heart_rate,30:02.2,"['65.0', '2']",Walk
9209,31635,heart_rate,30:05.2,"['65.0', '1']",Walk
9210,31636,heart_rate,30:11.5,"['66.0', '1']",Walk
9211,31637,heart_rate,30:14.3,"['69.0', '1']",Walk
9212,31638,heart_rate,30:15.3,"['71.0', '1']",Walk
9213,31639,heart_rate,30:17.3,"['70.0', '1']",Walk
9214,31640,heart_rate,30:19.3,"['67.0', '1']",Walk
9215,31641,heart_rate,30:20.3,"['66.0', '1']",Walk
9216,31642,heart_rate,30:22.3,"['65.0', '1']",Walk
9217,31643,heart_rate,30:23.4,"['66.0', '3']",Walk
9218,31644,heart_rate,30:28.4,"['66.0', '2']",Walk
9219,31645,heart_rate,30:31.3,"['66.0', '3']",Walk
9220,31646,heart_rate,30:32.3,"['65.0', '3']",Walk
9221,31647,heart_rate,30:33.3,"['66.0', '3']",Walk
9222,31648,heart_rate,30:34.5,"['65.0', '3']",Walk
9223,31649,heart_rate,30:35.5,"['66.0', '3']",Walk
9224,31656,heart_rate,30:46.5,"['66.0', '1']",Walk
9225,31660,heart_rate,30:52.6,"['67.0', '1']",Walk
9226,31661,heart_rate,30:53.7,"['70.0', '1']",Walk
9227,31662,heart_rate,30:55.7,"['68.0', '1']",Walk
9228,31669,heart_rate,31:04.7,"['70.0', '1']",Walk
9229,31670,heart_rate,31:05.8,"['73.0', '1']",Walk
9230,31671,heart_rate,31:06.6,"['74.0', '1']",Walk
9231,31672,heart_rate,31:08.8,"['73.0', '1']",Walk
9232,31673,heart_rate,31:30.0,"['72.0', '1']",Walk
9233,31674,heart_rate,31:47.2,"['73.0', '1']",Walk
9234,31675,heart_rate,31:58.3,"['72.0', '1']",Walk
9235,31682,heart_rate,32:00.4,"['70.0', '1']",Walk
9236,31683,heart_rate,32:02.2,"['69.0', '1']",Walk
9237,31684,heart_rate,32:03.2,"['65.0', '2']",Walk
9238,31685,heart_rate,32:06.3,"['66.0', '2']",Walk
9239,31686,heart_rate,32:07.2,"['66.0', '1']",Walk
9240,31693,heart_rate,32:24.5,"['67.0', '1']",Walk
9241,31694,heart_rate,32:28.3,"['66.0', '1']",Walk
9242,31695,heart_rate,32:34.5,"['65.0', '1']",Walk
9243,31696,heart_rate,32:36.5,"['64.0', '1']",Walk
9244,31697,heart_rate,32:39.4,"['65.0', '1']",Walk
9245,31698,heart_rate,32:40.4,"['66.0', '1']",Walk
9246,31699,heart_rate,32:46.6,"['67.0', '1']",Walk
9247,31700,heart_rate,32:47.5,"['68.0', '1']",Walk
9248,31701,heart_rate,32:48.5,"['69.0', '1']",Walk
9249,31702,heart_rate,32:49.5,"['70.0', '1']",Walk
9250,31703,heart_rate,32:51.5,"['69.0', '2']",Walk
9251,31704,heart_rate,32:52.7,"['68.0', '2']",Walk
9252,31706,heart_rate,32:56.6,"['68.0', '1']",Walk
9253,31707,heart_rate,32:57.6,"['67.0', '2']",Walk
9254,31708,heart_rate,33:00.8,"['67.0', '1']",Walk
9255,31709,heart_rate,33:07.9,"['68.0', '1']",Walk
9256,31710,heart_rate,33:08.7,"['67.0', '1']",Walk
9257,31711,heart_rate,33:24.9,"['66.0', '1']",Walk
9258,31712,heart_rate,33:28.1,"['67.0', '1']",Walk
9259,31713,heart_rate,33:29.1,"['68.0', '1']",Walk
9260,31714,heart_rate,33:30.1,"['69.0', '1']",Walk
9261,31715,heart_rate,33:31.0,"['69.0', '2']",Walk
9262,31716,heart_rate,33:33.0,"['69.0', '1']",Walk
9263,31717,heart_rate,33:38.2,"['66.0', '1']",Walk
9264,31718,heart_rate,33:41.1,"['67.0', '1']",Walk
9265,31719,heart_rate,33:53.4,"['66.0', '1']",Walk
9266,31720,heart_rate,33:56.1,"['65.0', '1']",Walk
9267,31721,heart_rate,33:57.1,"['64.0', '1']",Walk
9268,31722,heart_rate,33:58.1,"['63.0', '1']",Walk
9269,31729,heart_rate,33:59.1,"['61.0', '1']",Walk
9270,31730,heart_rate,34:00.3,"['62.0', '1']",Walk
9271,31731,heart_rate,34:01.1,"['61.0', '3']",Walk
9272,31732,heart_rate,34:02.1,"['62.0', '3']",Walk
9273,31733,heart_rate,34:04.5,"['61.0', '3']",Walk
9274,31734,heart_rate,34:05.2,"['62.0', '3']",Walk
9275,31735,heart_rate,34:06.2,"['61.0', '3']",Walk
9276,31736,heart_rate,34:07.2,"['62.0', '3']",Walk
9277,31737,heart_rate,34:08.2,"['61.0', '3']",Walk
9278,31738,heart_rate,34:09.2,"['62.0', '3']",Walk
9279,31739,heart_rate,34:10.2,"['61.0', '3']",Walk
9280,31740,heart_rate,34:12.4,"['61.0', '2']",Walk
9281,31741,heart_rate,34:13.2,"['61.0', '1']",Walk
9282,31742,heart_rate,34:14.2,"['60.0', '1']",Walk
9283,31743,heart_rate,34:15.5,"['59.0', '1']",Walk
9284,31744,heart_rate,34:16.5,"['58.0', '1']",Walk
9285,31745,heart_rate,34:17.5,"['61.0', '1']",Walk
9286,31746,heart_rate,34:19.3,"['62.0', '1']",Walk
9287,31747,heart_rate,34:20.3,"['63.0', '1']",Walk
9288,31748,heart_rate,34:27.4,"['65.0', '1']",Walk
9289,31750,heart_rate,34:29.4,"['66.0', '1']",Walk
9290,31751,heart_rate,34:30.4,"['67.0', '1']",Walk
9291,31752,heart_rate,34:31.6,"['66.0', '1']",Walk
9292,31753,heart_rate,34:34.6,"['65.0', '1']",Walk
9293,31754,heart_rate,34:36.4,"['65.0', '2']",Walk
9294,31755,heart_rate,34:37.4,"['65.0', '1']",Walk
9295,31762,heart_rate,34:58.6,"['63.0', '1']",Walk
9296,31763,heart_rate,34:59.6,"['62.0', '1']",Walk
9297,31863,heart_rate,58:33.1,"['63.0', '1']",Walk
9298,31864,heart_rate,58:33.1,"['64.0', '1']",Walk
9299,31865,heart_rate,58:33.2,"['65.0', '1']",Walk
9300,31866,heart_rate,58:33.2,"['66.0', '1']",Walk
9301,31867,heart_rate,58:33.2,"['68.0', '1']",Walk
9302,31868,heart_rate,58:33.2,"['69.0', '1']",Walk
9303,31869,heart_rate,58:33.2,"['70.0', '1']",Walk
9304,31870,heart_rate,58:33.2,"['71.0', '1']",Walk
9305,31871,heart_rate,58:33.3,"['66.0', '1']",Walk
9306,31872,heart_rate,58:33.3,"['64.0', '1']",Walk
9307,31873,heart_rate,58:33.3,"['63.0', '1']",Walk
9308,31875,heart_rate,58:33.4,"['64.0', '1']",Walk
9309,31876,heart_rate,58:33.4,"['63.0', '1']",Walk
9310,31877,heart_rate,58:33.5,"['62.0', '1']",Walk
9311,31880,heart_rate,58:33.6,"['63.0', '1']",Walk
9312,31881,heart_rate,58:33.6,"['64.0', '1']",Walk
9313,31882,heart_rate,58:33.6,"['61.0', '1']",Walk
9314,31883,heart_rate,58:33.6,"['69.0', '1']",Walk
9315,31884,heart_rate,58:33.6,"['71.0', '1']",Walk
9316,31885,heart_rate,58:33.6,"['70.0', '1']",Walk
9317,31886,heart_rate,58:33.6,"['71.0', '1']",Walk
9318,31887,heart_rate,58:33.6,"['70.0', '3']",Walk
9319,31888,heart_rate,58:33.6,"['71.0', '3']",Walk
9320,31889,heart_rate,58:33.6,"['70.0', '3']",Walk
9321,31890,heart_rate,58:33.6,"['71.0', '3']",Walk
9322,31891,heart_rate,58:33.7,"['70.0', '3']",Walk
9323,31892,heart_rate,58:33.7,"['70.0', '1']",Walk
9324,31893,heart_rate,58:33.7,"['69.0', '1']",Walk
9325,31894,heart_rate,58:33.7,"['68.0', '1']",Walk
9326,31895,heart_rate,58:33.7,"['67.0', '1']",Walk
9327,31896,heart_rate,58:33.7,"['68.0', '1']",Walk
9328,31897,heart_rate,58:34.4,"['67.0', '1']",Walk
9329,31898,heart_rate,58:34.5,"['68.0', '1']",Walk
9330,31899,heart_rate,58:34.5,"['67.0', '1']",Walk
9331,31900,heart_rate,58:34.6,"['67.0', '0']",Walk
9332,31901,heart_rate,58:34.6,"['66.0', '1']",Walk
9333,31902,heart_rate,58:34.7,"['65.0', '1']",Walk
9334,31903,heart_rate,58:34.7,"['66.0', '1']",Walk
9335,31913,heart_rate,58:46.8,"['66.0', '0']",Walk
9336,31914,heart_rate,58:48.8,"['67.0', '0']",Walk
9337,31947,heart_rate,58:58.1,"['68.0', '0']",Walk
9338,31960,heart_rate,59:01.8,"['76.0', '1']",Walk
9339,31965,heart_rate,59:02.8,"['81.0', '1']",Walk
9340,31968,heart_rate,59:04.0,"['82.0', '1']",Walk
9341,31980,heart_rate,59:11.2,"['83.0', '1']",Walk
9342,31981,heart_rate,59:30.2,"['84.0', '1']",Walk
9343,31982,heart_rate,59:45.2,"['85.0', '1']",Walk
9344,31993,heart_rate,59:49.1,"['86.0', '1']",Walk
9345,32005,heart_rate,59:55.3,"['87.0', '1']",Walk
9346,32013,heart_rate,59:57.4,"['87.0', '0']",Walk
9347,32024,heart_rate,00:00.4,"['88.0', '0']",Walk
9348,32025,heart_rate,00:08.4,"['89.0', '0']",Walk
9349,32026,heart_rate,00:16.5,"['90.0', '0']",Walk
9350,32027,heart_rate,00:21.4,"['91.0', '0']",Walk
9351,32028,heart_rate,00:32.5,"['92.0', '0']",Walk
9352,32030,heart_rate,00:43.8,"['93.0', '0']",Walk
9353,32040,heart_rate,00:58.6,"['94.0', '0']",Walk
9354,32044,heart_rate,01:01.6,"['93.0', '0']",Walk
9355,32069,heart_rate,01:12.9,"['94.0', '0']",Walk
9356,32070,heart_rate,01:15.8,"['93.0', '0']",Walk
9357,32071,heart_rate,01:18.8,"['91.0', '1']",Walk
9358,32072,heart_rate,01:21.8,"['92.0', '1']",Walk
9359,32073,heart_rate,01:23.0,"['93.0', '1']",Walk
9360,32083,heart_rate,01:40.3,"['97.0', '1']",Walk
9361,32093,heart_rate,01:45.0,"['98.0', '1']",Walk
9362,32098,heart_rate,01:47.0,"['97.0', '1']",Walk
9363,32112,heart_rate,01:52.1,"['96.0', '1']",Walk
9364,32125,heart_rate,02:03.4,"['98.0', '1']",Walk
9365,32126,heart_rate,02:04.2,"['100.0', '1']",Walk
9366,32127,heart_rate,02:12.3,"['90.0', '1']",Walk
9367,32128,heart_rate,02:17.3,"['89.0', '1']",Walk
9368,32141,heart_rate,02:33.3,"['88.0', '1']",Walk
9369,32142,heart_rate,02:34.3,"['86.0', '1']",Walk
9370,32143,heart_rate,02:37.5,"['85.0', '1']",Walk
9371,32144,heart_rate,02:47.4,"['86.0', '1']",Walk
9372,32145,heart_rate,02:49.7,"['85.0', '1']",Walk
9373,32146,heart_rate,02:50.5,"['84.0', '1']",Walk
9374,32147,heart_rate,02:51.5,"['81.0', '1']",Walk
9375,32148,heart_rate,02:54.5,"['80.0', '1']",Walk
9376,32149,heart_rate,02:57.4,"['79.0', '1']",Walk
9377,32158,heart_rate,03:03.6,"['78.0', '1']",Walk
9378,32159,heart_rate,03:06.5,"['77.0', '1']",Walk
9379,32160,heart_rate,03:15.9,"['76.0', '1']",Walk
9380,32161,heart_rate,03:18.8,"['75.0', '1']",Walk
9381,32162,heart_rate,03:24.8,"['69.0', '1']",Walk
9382,32163,heart_rate,03:25.9,"['68.0', '1']",Walk
9383,32164,heart_rate,03:49.1,"['69.0', '1']",Walk
9384,32165,heart_rate,03:49.9,"['70.0', '1']",Walk
9385,32166,heart_rate,03:52.9,"['71.0', '1']",Walk
9386,32167,heart_rate,03:55.8,"['75.0', '1']",Walk
9387,32176,heart_rate,03:59.2,"['76.0', '1']",Walk
9388,32180,heart_rate,04:01.0,"['80.0', '1']",Walk
9389,32181,heart_rate,04:03.9,"['85.0', '1']",Walk
9390,32182,heart_rate,04:05.1,"['88.0', '1']",Walk
9391,32183,heart_rate,04:14.0,"['91.0', '1']",Walk
9392,32184,heart_rate,04:15.2,"['92.0', '1']",Walk
9393,32185,heart_rate,04:16.0,"['91.0', '1']",Walk
9394,32186,heart_rate,04:17.0,"['97.0', '1']",Walk
9395,32190,heart_rate,04:31.3,"['98.0', '1']",Walk
9396,32191,heart_rate,04:42.5,"['99.0', '1']",Walk
9397,32192,heart_rate,04:43.3,"['98.0', '1']",Walk
9398,32193,heart_rate,04:49.3,"['97.0', '1']",Walk
9399,32194,heart_rate,04:54.4,"['96.0', '1']",Walk
9400,32195,heart_rate,04:57.4,"['96.0', '0']",Walk
9401,32204,heart_rate,04:58.6,"['95.0', '0']",Walk
9402,32207,heart_rate,05:07.5,"['94.0', '0']",Walk
9403,32218,heart_rate,05:13.4,"['93.0', '0']",Walk
9404,32233,heart_rate,05:22.5,"['92.0', '0']",Walk
9405,32234,heart_rate,05:23.5,"['93.0', '0']",Walk
9406,32235,heart_rate,05:32.6,"['92.0', '0']",Walk
9407,32252,heart_rate,05:39.7,"['93.0', '0']",Walk
9408,32266,heart_rate,05:45.7,"['92.0', '0']",Walk
